a,b,same_source,same_moa,tanimoto,r,r_disatt
Clomiphene citrate,Cyclopiazonic acid,True,False,0.08695652,-0.28058462606882906,-0.3753589657009849
Clomiphene citrate,Desipramine hydrochloride,True,False,0.114285715,0.3436317165762974,0.5496350606003825
Clomiphene citrate,Dyclonine hydrochloride,True,False,0.2647059,0.08857695970582917,0.1552996283558762
Clomiphene citrate,EDTA,False,False,0.16981132,0.017730608668835784,0.02491929430435873
Clomiphene citrate,Emodin,True,False,0.072463766,-0.03273200759287548,-0.04694895821100157
Clomiphene citrate,Geldanamycin,True,False,0.083333336,0.24247927366982608,0.4093016240140674
Clomiphene citrate,Haloperidol,True,False,0.1375,0.3822360000158435,0.6672785135967261
Clomiphene citrate,Harmine hydrochloride,True,False,0.10810811,0.25487081602674716,0.39970474484762436
Clomiphene citrate,Hoechst 33258,True,False,0.05882353,-0.12719755971794397,-0.17881314267765017
Clomiphene citrate,LY 294002 hydrochloride,True,False,0.086419754,-0.11656210275149359,-0.17768626666176693
Clomiphene citrate,NaCl,False,False,0.0,-0.1109647338742382,-0.151003289012307
Clomiphene citrate,Nigericin,True,False,0.06837607,-0.0813038240594887,-0.1189467447994509
Clomiphene citrate,Nocodazole,True,False,0.13414635,0.20300438221952474,0.326357906740707
Clomiphene citrate,Nystatin dihydrate,True,False,0.11111111,0.031224238188110785,0.04686571176638067
Clomiphene citrate,Oligomycin,True,False,0.057377048,-0.027611499704543695,-0.0393110768784741
Clomiphene citrate,Parthenolide,True,False,0.05952381,0.0143759992176975,0.020083893205396455
Clomiphene citrate,Rapamycin,False,False,0.072463766,-0.05222919575966104,-0.07776094179913237
Clomiphene citrate,SDS,False,False,0.09375,0.08558219532404834,0.1262145792578529
Clomiphene citrate,Sorbitol,False,False,0.03508772,-0.15286648868580388,-0.20863948984490804
Clomiphene citrate,Staurosporine,True,False,0.089108914,0.1762692844794199,0.28755735609800126
Clomiphene citrate,Trichostatin A,True,False,0.13157895,0.12394112505298865,0.1708009292980567
Clomiphene citrate,Trifluoperazine dihydrochloride,True,False,0.12048193,0.2928535804110625,0.5001472236464802
Clomiphene citrate,Tunicamycin,True,False,0.084033616,0.08703888307986533,0.15542866387687404
Clomiphene citrate,U-73122,True,False,0.1,0.0018785197862114407,0.0028807556683558676
Clomiphene citrate,Valinomycin,True,False,0.05479452,0.1757634927026923,0.2891492380333955
Clomiphene citrate,Wortmannin,True,False,0.09090909,-0.17513854826487205,-0.24506715329472806
Clotrimazole,Cyclopiazonic acid,True,False,0.06329114,-0.4186953214560051,-0.6328274531460322
Clotrimazole,Desipramine hydrochloride,True,False,0.12727273,0.11654488990940831,0.21060986185261263
Clotrimazole,Dyclonine hydrochloride,True,False,0.060606062,0.2817264312545946,0.5580608054235432
Clotrimazole,EDTA,False,False,0.022222223,0.11368563569336596,0.18051860552309462
Clotrimazole,Emodin,True,False,0.035714287,-0.05205294959304003,-0.08435346780045917
Clotrimazole,Geldanamycin,True,False,0.030612245,0.4886721484337171,0.9319459247106466
Clotrimazole,Haloperidol,True,False,0.08695652,0.44913817593564326,0.8858492152538375
Clotrimazole,Harmine hydrochloride,True,False,0.08196721,0.44902098778193167,0.7955914661116913
Clotrimazole,Hoechst 33258,True,False,0.072463766,-0.13950333883669366,-0.22156927642137886
Clotrimazole,LY 294002 hydrochloride,True,False,0.10769231,-0.13225390902124803,-0.2277766950814163
Clotrimazole,NaCl,False,False,0.030303031,-0.14380559637281504,-0.22109631238827346
Clotrimazole,Nigericin,True,False,0.018691588,-0.28076243689788133,-0.46407147286242106
Clotrimazole,Nocodazole,True,False,0.1,0.3104991845407438,0.5639667119609617
Clotrimazole,Nystatin dihydrate,True,True,0.04587156,-0.15172665119385922,-0.2572939173640129
Clotrimazole,Oligomycin,True,False,0.018018018,-0.27547857416346416,-0.4431156129623788
Clotrimazole,Parthenolide,True,False,0.042857144,-0.24578321961876837,-0.3879416178710814
Clotrimazole,Rapamycin,False,False,0.023255814,-0.007873387238136518,-0.013243844293143972
Clotrimazole,SDS,False,False,0.0,0.12544158336622255,0.2090123312350888
Clotrimazole,Sorbitol,False,False,0.0,-0.21170943104705778,-0.3264590465721132
Clotrimazole,Staurosporine,True,False,0.08045977,0.40580946100504667,0.7479529665280956
Clotrimazole,Trichostatin A,True,False,0.04477612,0.2419544055576741,0.37671473719016263
Clotrimazole,Trifluoperazine dihydrochloride,True,False,0.13235295,0.4297262636817474,0.8291698508176201
Clotrimazole,Tunicamycin,True,False,0.046296295,0.351264298659859,0.7086896609633954
Clotrimazole,U-73122,True,False,0.044444446,0.3138658156460787,0.5437996824844067
Clotrimazole,Valinomycin,True,False,0.016666668,0.2811430117030852,0.5225465102311339
Clotrimazole,Wortmannin,True,False,0.045454547,-0.08092291399559352,-0.12793198970848693
Cyclopiazonic acid,Desipramine hydrochloride,True,False,0.1388889,0.07216099996936765,0.09323197831057128
Cyclopiazonic acid,Dyclonine hydrochloride,True,False,0.11111111,-0.35803829570410595,-0.5070611049066055
Cyclopiazonic acid,EDTA,False,False,0.04761905,-0.07842781769234415,-0.08903553972476182
Cyclopiazonic acid,Emodin,True,False,0.09859155,0.1246747331807679,0.1444484660929426
Cyclopiazonic acid,Geldanamycin,True,False,0.12037037,-0.4089537417236132,-0.5576018447588349
Cyclopiazonic acid,Haloperidol,True,False,0.11764706,-0.44047384936815254,-0.6211219158066372
Cyclopiazonic acid,Harmine hydrochloride,True,False,0.075,-0.5478511382801989,-0.694005533223235
Cyclopiazonic acid,Hoechst 33258,True,False,0.13253012,-0.19605221800173453,-0.22262482290163413
Cyclopiazonic acid,LY 294002 hydrochloride,True,False,0.10843374,0.10089618637620272,0.12423741625941755
Cyclopiazonic acid,NaCl,False,False,0.0,0.12781099179623726,0.14049174482073334
Cyclopiazonic acid,Nigericin,True,False,0.09322034,0.16532132818131343,0.19536719657069157
Cyclopiazonic acid,Nocodazole,True,False,0.11494253,-0.2949276840176672,-0.3829882381827019
Cyclopiazonic acid,Nystatin dihydrate,True,False,0.09836066,0.21499757358628527,0.26066222315941895
Cyclopiazonic acid,Oligomycin,True,False,0.08130081,0.46991956861468326,0.5404178011705412
Cyclopiazonic acid,Parthenolide,True,False,0.12048193,0.37351834993036404,0.4215052377773158
Cyclopiazonic acid,Rapamycin,False,False,0.09352518,-0.010458191456333418,-0.012577256903805683
Cyclopiazonic acid,SDS,False,False,0.04225352,-0.18826529468399075,-0.22427328278757117
Cyclopiazonic acid,Sorbitol,False,False,0.016129032,0.1320798481607791,0.14561360484796704
Cyclopiazonic acid,Staurosporine,True,False,0.14,-0.37734949375762394,-0.4972476993264514
Cyclopiazonic acid,Trichostatin A,True,False,0.09756097,-0.42042846682948426,-0.46800239940647326
Cyclopiazonic acid,Trifluoperazine dihydrochloride,True,False,0.08988764,-0.48448661406835897,-0.6683597333614048
Cyclopiazonic acid,Tunicamycin,True,False,0.09917355,-0.4175659025625521,-0.6023154490607558
Cyclopiazonic acid,U-73122,True,False,0.1632653,-0.4869584504096958,-0.6032033273111137
Cyclopiazonic acid,Valinomycin,True,False,0.08,-0.14808506244007785,-0.19678219531355523
Cyclopiazonic acid,Wortmannin,True,False,0.15463917,0.013209756287549331,0.014930671355751112
Desipramine hydrochloride,Dyclonine hydrochloride,True,False,0.1724138,0.003730212424807775,0.006316298494139964
Desipramine hydrochloride,EDTA,False,False,0.023255814,-0.014225397288876456,-0.019308828863340476
Desipramine hydrochloride,Emodin,True,False,0.056603774,0.26848437937701947,0.3719219191438616
Desipramine hydrochloride,Geldanamycin,True,False,0.05319149,0.05226862260071108,0.08520975868589073
Desipramine hydrochloride,Haloperidol,True,True,0.12307692,0.12980497053098006,0.21884987881023885
Desipramine hydrochloride,Harmine hydrochloride,True,False,0.084745765,-0.14754322502331038,-0.22346931659121105
Desipramine hydrochloride,Hoechst 33258,True,False,0.125,-0.2499450960932323,-0.3393475447889809
Desipramine hydrochloride,LY 294002 hydrochloride,True,False,0.14754099,0.10054450725421724,0.14802472866552543
Desipramine hydrochloride,NaCl,False,False,0.0,-0.05328854619764261,-0.07003493620867902
Desipramine hydrochloride,Nigericin,True,False,0.04901961,-0.002477467486691863,-0.0035004911710553887
Desipramine hydrochloride,Nocodazole,True,False,0.08695652,0.09101316886193082,0.14130983718847098
Desipramine hydrochloride,Nystatin dihydrate,True,False,0.07692308,0.09767190149062173,0.14158343449475685
Desipramine hydrochloride,Oligomycin,True,False,0.047169812,0.14356602826272127,0.19740405314594558
Desipramine hydrochloride,Parthenolide,True,False,0.092307694,0.1861977202423473,0.25122546377903543
Desipramine hydrochloride,Rapamycin,False,False,0.048387095,-0.02662082776383641,-0.03827799341544799
Desipramine hydrochloride,SDS,False,False,0.06122449,-0.01123683983069988,-0.016004780641617918
Desipramine hydrochloride,Sorbitol,False,False,0.025,-0.10669068409551748,-0.1406339439606159
Desipramine hydrochloride,Staurosporine,True,False,0.12195122,0.0027037459368075365,0.004259838697971038
Desipramine hydrochloride,Trichostatin A,True,False,0.09677419,-0.19728801869774473,-0.26257594731872874
Desipramine hydrochloride,Trifluoperazine dihydrochloride,True,True,0.3392857,0.08782467020296214,0.1448582673648519
Desipramine hydrochloride,Tunicamycin,True,False,0.0882353,-0.02524480246674155,-0.04353807424025052
Desipramine hydrochloride,U-73122,True,False,0.19480519,-0.22841677459543963,-0.33829694854337694
Desipramine hydrochloride,Valinomycin,True,False,0.03508772,0.31138470882518443,0.49473210510032933
Desipramine hydrochloride,Wortmannin,True,False,0.084337346,-0.10287870153818447,-0.13902991883986085
Dyclonine hydrochloride,EDTA,False,False,0.083333336,0.1461572368415733,0.21746046549477935
Dyclonine hydrochloride,Emodin,True,False,0.084745765,0.041168448129213546,0.06251233303951372
Dyclonine hydrochloride,Geldanamycin,True,False,0.08080808,0.3644539671629889,0.6512675238127094
Dyclonine hydrochloride,Haloperidol,True,False,0.32786885,0.36267363213228865,0.6702540233502545
Dyclonine hydrochloride,Harmine hydrochloride,True,False,0.14285715,0.34856279648418387,0.5786928551029804
Dyclonine hydrochloride,Hoechst 33258,True,False,0.12676056,-0.13683314439752436,-0.20363848550551777
Dyclonine hydrochloride,LY 294002 hydrochloride,True,False,0.13043478,-0.035610327757182376,-0.057467242020232914
Dyclonine hydrochloride,NaCl,False,False,0.0,-0.17160725339378946,-0.24722077642847484
Dyclonine hydrochloride,Nigericin,True,False,0.07476635,-0.18415108706110556,-0.2852093574141894
Dyclonine hydrochloride,Nocodazole,True,False,0.16901408,0.2687195184689475,0.45733646783071424
Dyclonine hydrochloride,Nystatin dihydrate,True,False,0.09090909,-0.25559179314111075,-0.40612354235968523
Dyclonine hydrochloride,Oligomycin,True,False,0.072072074,-0.20192092330010536,-0.3043365852420035
Dyclonine hydrochloride,Parthenolide,True,False,0.067567565,-0.25237284648934066,-0.3732504876524283
Dyclonine hydrochloride,Rapamycin,False,False,0.104,0.046388992457691,0.07311576160883769
Dyclonine hydrochloride,SDS,False,False,0.1764706,0.14659505104803192,0.22887233746491692
Dyclonine hydrochloride,Sorbitol,False,False,0.04255319,-0.18612005495953612,-0.2689213538535124
Dyclonine hydrochloride,Staurosporine,True,False,0.08695652,0.40481524894967774,0.6991214041842672
Dyclonine hydrochloride,Trichostatin A,True,False,0.13432837,0.029703039740882373,0.04333348187466717
Dyclonine hydrochloride,Trifluoperazine dihydrochloride,True,False,0.18571429,0.30322403337423587,0.548225003935329
Dyclonine hydrochloride,Tunicamycin,True,False,0.10185185,0.30522647310268125,0.5770160554335083
Dyclonine hydrochloride,U-73122,True,False,0.14942528,0.46089358733700275,0.7482370544667718
Dyclonine hydrochloride,Valinomycin,True,False,0.06349207,0.27948546479007114,0.4867438795447984
Dyclonine hydrochloride,Wortmannin,True,False,0.101123594,-0.12127945626830423,-0.17965466407321612
EDTA,Emodin,False,False,0.05263158,-0.022831704767063022,-0.027790860814734978
EDTA,Geldanamycin,False,False,0.0375,0.1485827206058791,0.21283717904610172
EDTA,Haloperidol,False,False,0.09615385,0.14063393383768344,0.2083416123253965
EDTA,Harmine hydrochloride,False,False,0.0,0.13540930433615758,0.18020965025413163
EDTA,Hoechst 33258,False,False,0.018181818,-0.08630359678769736,-0.10295795194387014
EDTA,LY 294002 hydrochloride,False,False,0.03846154,-0.12829061677825968,-0.16595934986161773
EDTA,NaCl,True,False,0.0,-0.4513995864705573,-0.5212822417912649
EDTA,Nigericin,False,False,0.058139537,-0.141366338164404,-0.17550841316097532
EDTA,Nocodazole,False,False,0.05357143,0.07035235385169641,0.09597932715946543
EDTA,Nystatin dihydrate,False,False,0.054945055,-0.169620978756416,-0.2160495039134134
EDTA,Oligomycin,False,False,0.032608695,-0.015603305034349126,-0.018851759320796465
EDTA,Parthenolide,False,False,0.018518519,-0.08351263715768267,-0.09900848235871866
EDTA,Rapamycin,True,False,0.036363635,-0.18736665645402598,-0.23672865078407135
EDTA,SDS,True,False,0.05882353,0.07086431689735559,0.08868783410429827
EDTA,Sorbitol,True,False,0.08695652,-0.43672840198972535,-0.505831651713976
EDTA,Staurosporine,False,False,0.013333334,0.1397819794385989,0.1935126539097463
EDTA,Trichostatin A,False,False,0.083333336,0.17077146335039148,0.1997102878942753
EDTA,Trifluoperazine dihydrochloride,False,False,0.01724138,0.09965417236966655,0.14442858405557418
EDTA,Tunicamycin,False,False,0.043956045,0.07015517386040306,0.10631336197034287
EDTA,U-73122,False,False,0.04109589,0.11370269099104763,0.14796934014286708
EDTA,Valinomycin,False,False,0.023809524,0.10606476205479429,0.14807264788317073
EDTA,Wortmannin,False,False,0.057142857,-0.21728797224016638,-0.25801763501088043
Emodin,Geldanamycin,True,False,0.09195402,-0.02831214862331209,-0.041389791560447094
Emodin,Haloperidol,True,False,0.06153846,-0.003946787263763205,-0.005967203318337094
Emodin,Harmine hydrochloride,True,False,0.11111111,-0.24679405571384805,-0.33520111443659895
Emodin,Hoechst 33258,True,False,0.114754096,-0.26686013757390836,-0.32490464977333255
Emodin,LY 294002 hydrochloride,True,False,0.1,0.40767444103202605,0.5382221144308432
Emodin,NaCl,False,False,0.0,0.09956151671692438,0.11733957188717734
Emodin,Nigericin,True,False,0.03,0.09071856497042724,0.11494479887322578
Emodin,Nocodazole,True,False,0.109375,0.21576143778742313,0.30040981498786146
Emodin,Nystatin dihydrate,True,False,0.05882353,0.0675889186460768,0.08785984417723817
Emodin,Oligomycin,True,False,0.07,0.08075478767782723,0.09957373305258711
Emodin,Parthenolide,True,True,0.09836066,0.11502407854869497,0.1391714622241255
Emodin,Rapamycin,False,False,0.05882353,0.017840461424599167,0.023004130393645517
Emodin,SDS,False,False,0.06666667,-0.03466000989006212,-0.04426967646185832
Emodin,Sorbitol,False,False,0.027777778,0.10694297155413218,0.12641192184636924
Emodin,Staurosporine,True,False,0.07317073,0.030061673658755696,0.0424729631348315
Emodin,Trichostatin A,True,False,0.12280702,-0.2839393451658506,-0.33888468002500377
Emodin,Trifluoperazine dihydrochloride,True,False,0.07575758,-0.09855038599007673,-0.14576632960358366
Emodin,Tunicamycin,True,False,0.07,-0.050918831434633466,-0.07874949855037712
Emodin,U-73122,True,False,0.1,-0.08146211228983842,-0.10819268103445485
Emodin,Valinomycin,True,False,0.078431375,0.2680461682101835,0.3819042978150015
Emodin,Wortmannin,True,False,0.102564104,0.07612844673685032,0.09225754504108799
Geldanamycin,Haloperidol,True,False,0.06666667,0.4608409637963281,0.8199619935090328
Geldanamycin,Harmine hydrochloride,True,False,0.08421053,0.4785121123281021,0.7648551987218013
Geldanamycin,Hoechst 33258,True,False,0.067307696,-0.1624157610407069,-0.23271046896442188
Geldanamycin,LY 294002 hydrochloride,True,False,0.058252428,-0.1075765863789133,-0.16714036321335868
Geldanamycin,NaCl,False,False,0.0,-0.15766910251598165,-0.2186830486337203
Geldanamycin,Nigericin,True,False,0.12307692,-0.20813795648039835,-0.3103558729646886
Geldanamycin,Nocodazole,True,False,0.09615385,0.2787128025626953,0.4566807834954067
Geldanamycin,Nystatin dihydrate,True,False,0.16153847,-0.15213946169814288,-0.2327406991393242
Geldanamycin,Oligomycin,True,False,0.13636364,-0.22680058074097695,-0.32910630362911264
Geldanamycin,Parthenolide,True,False,0.11111111,-0.2371966516637427,-0.3377423418076438
Geldanamycin,Rapamycin,False,False,0.1736111,-0.054261959681244365,-0.08233997694145581
Geldanamycin,SDS,False,False,0.083333336,0.1293312409308705,0.19440016946432168
Geldanamycin,Sorbitol,False,False,0.012658228,-0.18457952153275461,-0.2567644130043006
Geldanamycin,Staurosporine,True,False,0.1491228,0.41930149988166665,0.6971742682574659
Geldanamycin,Trichostatin A,True,False,0.08080808,0.18138274232416135,0.2547638786817823
Geldanamycin,Trifluoperazine dihydrochloride,True,False,0.04587156,0.3598183575484922,0.6263220974101009
Geldanamycin,Tunicamycin,True,False,0.09489051,0.26433199198057566,0.4810991907779334
Geldanamycin,U-73122,True,False,0.11016949,0.34697321998059394,0.5423176026361025
Geldanamycin,Valinomycin,True,False,0.08888889,0.3246488622863657,0.5443451485148464
Geldanamycin,Wortmannin,True,False,0.14159292,-0.11476012872231561,-0.1636671351572993
Haloperidol,Harmine hydrochloride,True,False,0.04054054,0.4583798666867141,0.7577370612611963
Haloperidol,Hoechst 33258,True,False,0.103896104,-0.09989613351095208,-0.14802774959284765
Haloperidol,LY 294002 hydrochloride,True,False,0.10666667,-0.15189575033945704,-0.24407085008338641
Haloperidol,NaCl,False,False,0.0,-0.1696781022237434,-0.24338904691101285
Haloperidol,Nigericin,True,False,0.09090909,-0.18690523216316218,-0.288228451543108
Haloperidol,Nocodazole,True,False,0.11392405,0.36137450888646855,0.6123786504655792
Haloperidol,Nystatin dihydrate,True,False,0.08695652,-0.0900314249204189,-0.14243977886352782
Haloperidol,Oligomycin,True,False,0.10714286,-0.1876213751886065,-0.2815665510036377
Haloperidol,Parthenolide,True,False,0.09090909,-0.2439839888167905,-0.3592898852756641
Haloperidol,Rapamycin,False,False,0.091603056,0.04372271133626173,0.06861657873271414
Haloperidol,SDS,False,False,0.06557377,0.1978621903775425,0.3075832735765023
Haloperidol,Sorbitol,False,False,0.03846154,-0.18936791997389935,-0.2724359603802945
Haloperidol,Staurosporine,True,False,0.082474224,0.44700386511252793,0.7686575896217315
Haloperidol,Trichostatin A,True,False,0.10958904,0.17956045635034398,0.2608310542475008
Haloperidol,Trifluoperazine dihydrochloride,True,True,0.17333333,0.47917037257863926,0.8626032355773484
Haloperidol,Tunicamycin,True,False,0.0877193,0.37785021677713077,0.7112319881249293
Haloperidol,U-73122,True,False,0.12903225,0.3397401569475061,0.5491757292853665
Haloperidol,Valinomycin,True,False,0.028571429,0.31313389205437525,0.5429967811608151
Haloperidol,Wortmannin,True,False,0.08421053,-0.1697424010046585,-0.25036147559522365
Harmine hydrochloride,Hoechst 33258,True,False,0.13432837,0.13916244285796836,0.18525082151978225
Harmine hydrochloride,LY 294002 hydrochloride,True,False,0.0882353,-0.28406762920599554,-0.4100489254316554
Harmine hydrochloride,NaCl,False,False,0.028571429,-0.1334808931084582,-0.17200377435415293
Harmine hydrochloride,Nigericin,True,False,0.037383176,-0.23675610320902013,-0.3279897063498449
Harmine hydrochloride,Nocodazole,True,False,0.16176471,0.2510347410829586,0.3821553962205028
Harmine hydrochloride,Nystatin dihydrate,True,False,0.045045044,-0.20102541405704769,-0.2857141659084625
Harmine hydrochloride,Oligomycin,True,False,0.036036037,-0.3455940475467193,-0.4659170902900173
Harmine hydrochloride,Parthenolide,True,False,0.056338027,-0.3265103060706,-0.43194077103724643
Harmine hydrochloride,Rapamycin,False,False,0.05511811,0.0033164890369298443,0.004675673550465783
Harmine hydrochloride,SDS,False,False,0.056603774,0.21363004348562112,0.29833614414009724
Harmine hydrochloride,Sorbitol,False,False,0.0,-0.1760465748313321,-0.2275250634706859
Harmine hydrochloride,Staurosporine,True,True,0.10344828,0.3659700355757078,0.5653414269976678
Harmine hydrochloride,Trichostatin A,True,False,0.05882353,0.4277506483864467,0.5581911081266656
Harmine hydrochloride,Trifluoperazine dihydrochloride,True,False,0.097222224,0.41817481693921965,0.676273923879416
Harmine hydrochloride,Tunicamycin,True,False,0.07476635,0.391479552043375,0.661979177976316
Harmine hydrochloride,U-73122,True,False,0.14285715,0.4694841675390411,0.6817561191129782
Harmine hydrochloride,Valinomycin,True,False,0.05,0.1065163186461777,0.16593078527165633
Harmine hydrochloride,Wortmannin,True,False,0.06818182,-0.12023303783806998,-0.15931058156641376
Hoechst 33258,LY 294002 hydrochloride,True,False,0.1388889,-0.11261618059843796,-0.14571900186047798
Hoechst 33258,NaCl,False,False,0.0,0.08188047724314652,0.09458030293491713
Hoechst 33258,Nigericin,True,False,0.053097345,0.23007651947734742,0.28571483587813123
Hoechst 33258,Nocodazole,True,False,0.22535211,-0.13619420810281943,-0.185851584990568
Hoechst 33258,Nystatin dihydrate,True,False,0.050847456,0.06548518292166502,0.08343059013108944
Hoechst 33258,Oligomycin,True,False,0.051282052,-0.19184620247217749,-0.231844638242821
Hoechst 33258,Parthenolide,True,False,0.050632913,-0.15039931223407418,-0.1783506176576932
Hoechst 33258,Rapamycin,False,False,0.05185185,0.03677769671654366,0.046478446641840435
Hoechst 33258,SDS,False,False,0.015873017,-0.027611442589483347,-0.03456480436834706
Hoechst 33258,Sorbitol,False,False,0.01923077,0.1245448290318277,0.144287539463629
Hoechst 33258,Staurosporine,True,False,0.083333336,-0.15314621743289697,-0.21206696423544957
Hoechst 33258,Trichostatin A,True,False,0.09589041,0.3686229400731177,0.4311973254366997
Hoechst 33258,Trifluoperazine dihydrochloride,True,False,0.16,-0.022431976264119708,-0.03251874418485913
Hoechst 33258,Tunicamycin,True,False,0.078947365,0.1017050378093677,0.1541626526204625
Hoechst 33258,U-73122,True,False,0.10638298,0.030725275962456573,0.03999496748821287
Hoechst 33258,Valinomycin,True,False,0.04411765,-0.23544912976362573,-0.32878301386053865
Hoechst 33258,Wortmannin,True,False,0.0625,0.1775683952063841,0.2109055142656982
LY 294002 hydrochloride,NaCl,False,False,0.0,0.15493291139642953,0.1940617082090119
LY 294002 hydrochloride,Nigericin,True,False,0.07339449,0.09945916290802932,0.13393100424709498
LY 294002 hydrochloride,Nocodazole,True,False,0.07594936,0.05565463729085578,0.08235402306644032
LY 294002 hydrochloride,Nystatin dihydrate,True,False,0.07964602,0.023727178276707398,0.03277964126973001
LY 294002 hydrochloride,Oligomycin,True,False,0.06140351,0.004556344364711873,0.005970850846865189
LY 294002 hydrochloride,Parthenolide,True,False,0.0945946,0.08401332622952527,0.10803209035799742
LY 294002 hydrochloride,Rapamycin,False,True,0.06870229,0.17469832611469957,0.23940413885222525
LY 294002 hydrochloride,SDS,False,False,0.033333335,-0.05541859788134762,-0.07522745543014621
LY 294002 hydrochloride,Sorbitol,False,False,0.040816326,0.14150465940824453,0.17776640904604463
LY 294002 hydrochloride,Staurosporine,True,False,0.14606741,-0.04261056839505624,-0.06398230840047649
LY 294002 hydrochloride,Trichostatin A,True,False,0.054054055,-0.21441452909634176,-0.27197171689779936
LY 294002 hydrochloride,Trifluoperazine dihydrochloride,True,False,0.14864865,-0.03531545314997337,-0.055514552669515764
LY 294002 hydrochloride,Tunicamycin,True,False,0.1,0.016932773399712525,0.027831757900330493
LY 294002 hydrochloride,U-73122,True,False,0.10869565,-0.01570183013711839,-0.02216336318868262
LY 294002 hydrochloride,Valinomycin,True,False,0.06153846,0.13996748767397538,0.21194114806215228
LY 294002 hydrochloride,Wortmannin,True,True,0.0989011,0.2991696395087874,0.38531473356886836
NaCl,Nigericin,False,False,0.0,0.24423682884528794,0.29359754499187096
NaCl,Nocodazole,False,False,0.0,-0.06664802436142113,-0.08803911837243104
NaCl,Nystatin dihydrate,False,False,0.0,0.22144749163275132,0.2731076152953863
NaCl,Oligomycin,False,False,0.0,0.005163428507839828,0.00604035957226445
NaCl,Parthenolide,False,False,0.0,0.003690701784939509,0.004236610093721862
NaCl,Rapamycin,True,False,0.0,-0.058505201149524795,-0.07157186417047366
NaCl,SDS,True,False,0.04347826,-0.23793580334052156,-0.28832717535978064
NaCl,Sorbitol,True,True,0.0,0.6509204271319818,0.7299814122130662
NaCl,Staurosporine,False,False,0.015873017,-0.11189286339379298,-0.14998571815214246
NaCl,Trichostatin A,False,False,0.0,-0.11991768703250613,-0.13578685114726471
NaCl,Trifluoperazine dihydrochloride,False,False,0.0,-0.12132573840258326,-0.17025502793149536
NaCl,Tunicamycin,False,False,0.0,-0.06783225094194283,-0.0995299330737318
NaCl,U-73122,False,False,0.0,-0.16199869860719576,-0.20412765940271568
NaCl,Valinomycin,False,False,0.0,-0.12063628142279226,-0.16306884629556892
NaCl,Wortmannin,False,False,0.016393442,0.2685454936661222,0.30875991196556296
Nigericin,Nocodazole,True,False,0.05172414,-0.08778644100413052,-0.12466829061401986
Nigericin,Nystatin dihydrate,True,False,0.1438849,0.27372934603344024,0.36293141525248585
Nigericin,Oligomycin,True,False,0.15328467,0.23102169793532526,0.290547774385942
Nigericin,Parthenolide,True,False,0.14563107,0.1241318729527077,0.1531909140842119
Nigericin,Rapamycin,False,False,0.14935064,0.018740687031866207,0.024647536468323364
Nigericin,SDS,False,False,0.06451613,-0.09378077433630501,-0.12217426978234375
Nigericin,Sorbitol,False,False,0.04761905,0.28907339260331394,0.34852358926222604
Nigericin,Staurosporine,True,False,0.103174604,-0.18480284697024243,-0.26631543275162045
Nigericin,Trichostatin A,True,False,0.06481481,-0.09104072107468558,-0.110828210390416
Nigericin,Trifluoperazine dihydrochloride,True,False,0.042735044,-0.2711942851839923,-0.4091359993781515
Nigericin,Tunicamycin,True,False,0.112676054,-0.051095404247232065,-0.08060082372383734
Nigericin,U-73122,True,False,0.103174604,-0.24884420129884102,-0.3370994258074923
Nigericin,Valinomycin,True,True,0.08163265,-0.06181880508894901,-0.08983670625580421
Nigericin,Wortmannin,True,False,0.1322314,0.2542598876981326,0.31428311415091414
Nocodazole,Nystatin dihydrate,True,False,0.094827585,-0.04444519710244684,-0.06475527861245493
Nocodazole,Oligomycin,True,False,0.041322313,-0.19331633032338763,-0.2671655528583141
Nocodazole,Parthenolide,True,False,0.061728396,-0.1885957553982134,-0.25575771949759885
Nocodazole,Rapamycin,False,False,0.05839416,0.03913613116433263,0.05656047370144855
Nocodazole,SDS,False,False,0.046875,0.11687345672651286,0.16731272178889042
Nocodazole,Sorbitol,False,False,0.018181818,-0.06086006062546007,-0.0806312841542154
Nocodazole,Staurosporine,True,False,0.10309278,0.39524722557182085,0.6258981158342475
Nocodazole,Trichostatin A,True,False,0.1369863,0.062095730814174514,0.08306604092930069
Nocodazole,Trifluoperazine dihydrochloride,True,False,0.11111111,0.258703979233365,0.4288815925913515
Nocodazole,Tunicamycin,True,False,0.09565217,0.2257643184656525,0.3913452635085483
Nocodazole,U-73122,True,False,0.091836736,0.2690423195260447,0.4004960376056862
Nocodazole,Valinomycin,True,False,0.057142857,0.30221507354343896,0.4826101745856191
Nocodazole,Wortmannin,True,False,0.10526316,-0.09906611959521575,-0.13455984754698888
Nystatin dihydrate,Oligomycin,True,False,0.21641791,0.04232228582568685,0.054607925066950905
Nystatin dihydrate,Parthenolide,True,False,0.12844037,0.029368871914811055,0.037184225663443114
Nystatin dihydrate,Rapamycin,False,False,0.16666667,-0.05702127944210409,-0.07693903680308904
Nystatin dihydrate,SDS,False,False,0.072164945,-0.20779039909618063,-0.2777238597519757
Nystatin dihydrate,Sorbitol,False,False,0.021978023,0.23142639758117126,0.28625872403814107
Nystatin dihydrate,Staurosporine,True,False,0.099236645,-0.10043237179243954,-0.1484852017005926
Nystatin dihydrate,Trichostatin A,True,False,0.05263158,-0.13241458330625158,-0.1653759025253101
Nystatin dihydrate,Trifluoperazine dihydrochloride,True,False,0.067226894,-0.18592651905575444,-0.28777315397168285
